,Disease Name,DOID,UBERON,Exact Synonyms
11332,anaplastic ependymoma,5889,,"['ependymoma, anaplastic', 'undifferentiated ependymoma']"
11333,congenital hemolytic anemia,589,,"['congenital hemolytic anaemia', 'hereditary hemolytic anaemia', 'hereditary hemolytic anemia']"
11334,malignant adult ependymoma,5890,,[]
11335,childhood malignant mesenchymoma,5893,,[]
11336,adult malignant mesenchymoma,5894,,[]
11337,clear cell cystadenofibroma,5895,,[]
11338,ovarian clear cell cystadenofibroma,5896,,[]
11339,ovarian clear cell adenofibroma,5897,,[]
11340,meningeal melanocytoma,5900,,"['leptomeningeal melanocytoma', 'melanocytoma of meninges']"
11341,penis non-invasive verrucous carcinoma,5907,,['non-invasive penile verrucous carcinoma']
11342,penis verrucous carcinoma,5908,,['verrucous squamous carcinoma of penis']
11343,phobic disorder,591,,[]
11344,brachial plexus neoplasm,5913,,['tumor of the brachial plexus']
11345,nonencapsulated sclerosing carcinoma,5914,,"['nonencapsulated sclerosing neoplasm', 'papillary carcinoma, diffuse sclerosing']"
11346,uterus intravascular leiomyomatosis,5915,0001981,['intravascular leiomyomatosis of uterus']
11347,uterine corpus leiomyomatosis,5916,0009853,[]
11348,uterine corpus diffuse leiomyomatosis,5917,,[]
11349,obsolete localized unresectable adult primary liver cancer,5918,,['localized unresectable adult liver carcinoma']
11350,obsolete localized unresectable adult primary hepatoma,5919,,[]
11351,obsolete malignant fibrous histiocytoma metastatic,5920,,[]
11352,adult brainstem mixed glioma,5921,,['adult brain stem mixed glioma']
11353,adult brainstem astrocytoma,5922,,[]
11354,distal biliary tract carcinoma,5923,,['carcinoma of the distal biliary tract']
11355,obsolete recurrent extrahepatic bile duct cancer,5924,,['recurrent extrahepatic bile duct carcinoma']
11356,extrahepatic bile duct small cell adenocarcinoma,5926,,['oat cell extrahepatic bile duct carcinoma']
11357,obsolete autosomal recessive polycystic kidney,5928,,"['autosomal recessive polycystic kidney disease', 'polycystic kidney disease, infantile type (disorder)', 'polycystic kidney, autosomal recessive']"
11358,agoraphobia,593,,['fear of open spaces']
11359,obsolete unresectable extrahepatic bile duct cancer,5931,,['unresectable extrahepatic bile duct carcinoma']
11360,obsolete resectable bile duct cancer,5933,,['resectable bile duct cancer']
11361,obsolete localized extrahepatic bile duct cancer,5934,,['localized extrahepatic bile duct carcinoma']
11362,ovarian mixed germ cell neoplasm,5936,,['mixed germ cell tumor of ovary']
11363,obsolete autosomal dominant polycystic kidney,5937,,"['polycystic kidney disease, adult type (disorder)', 'polycystic kidney, autosomal dominant']"
11364,panic disorder,594,,['panic anxiety syndrome']
11365,malignant peripheral nerve sheath tumor,5940,,['malignant neoplasm of the peripheral nerve sheath']
11366,obsolete lung carcinoma metastatic to the brain,5941,,[]
11367,angiokeratoma of mibelli,5948,,[]
11368,angiokeratoma circumscriptum,5949,,[]
11369,bladder urachal squamous cell carcinoma,5957,,[]
11370,bladder urachal carcinoma,5958,0002068,['urachal cancer']
11371,obsolete schistosoma hematobium-related bladder squamous cell carcinoma,5963,,[]
11372,kidney pelvis papillary carcinoma,5973,,['papillary carcinoma of renal pelvis']
11373,renal pelvis transitional cell carcinoma,5974,0001224,['urothelial cell carcinoma of renal pelvis']
11374,renal pelvis papillary tumor,5975,,['papillary neoplasm of renal pelvis']
11375,occlusion precerebral artery,5976,,[]
11376,renal pelvis benign neoplasm,5977,0001224,"['neoplasm of renal pelvis', 'tumor of kidney pelvis', 'tumor of renal pelvis']"
11377,obsolete human papilloma virus related vulvar squamous cell carcinoma,5979,,"['hpv-related vulvar squamous cell carcinoma', 'vulvar condylomatous carcinoma']"
11378,obsolete hemispheric anaplastic astrocytoma,5980,,['undifferentiated hemispheric astrocytoma']
11379,obsolete hamartoma of hypothalamus,5981,,"['hypothalamic hamartoma', 'hamartoma of hypothalamus (disorder)']"
11380,kidney fibrosarcoma,5982,,['fibrosarcoma of the kidney']
11381,kidney osteogenic sarcoma,5983,,['renal osteogenic sarcoma']
11382,obsolete clear cell myomelanocytic tumor of the Falciform Ligament/Ligamentum Teres,5989,,[]
11383,specific phobia,599,,['simple phobia']
11384,internal auditory canal meningioma,5990,,['meningioma of the internal auditory canal']
11385,obsolete early onset breast ovarian cancer syndrome,5991,,[]
11386,obsolete blunt duct adenosis of breast,5996,,[]
11387,non-proliferative fibrocystic change of the breast,5997,,['non-proliferative fibrocystic change']
11388,microglandular adenosis,5998,,"['adenosis - breast', 'adenosis of the breast']"
11389,apocrine adenosis of breast,5999,,['apocrine adenosis of the breast']
11390,animal phobia,600,,"['fear of animals', 'zoophobia']"
11391,congestive heart failure,6000,,"['chf', 'cardiac failure congestive', 'congestive heart disease', 'weak heart']"
11392,appendix disease,60000,0001154,[]
11393,pulmonary artery disease,60001,0002048,[]
11394,Bartholin's gland disease,60002,0000460,[]
11395,Bartholin's gland cancer,60003,0000460,[]
11396,malignant cystadenoma,60004,,[]
11397,benign vascular tumor,60006,,[]
11398,cerebrovascular benign neoplasm,60007,,[]
11399,parathyroid gland benign neoplasm,60008,0001132,[]
11400,pituitary gland benign neoplasm,60009,0000007,[]
11401,breast fibrosarcoma,6001,,['fibrosarcoma of the breast']
11402,aleukemic leukemia cutis,6003,,[]
11403,aleukemic leukemia,6004,,[]
11404,obsolete mediastinum embryonal carcinoma,6013,,['embryonal carcinoma of mediastinum']
11405,obsolete mediastinal germ cell cancer,6014,,"['germ cell tumor of mediastinum', 'malignant germ cell tumor of mediastinum', 'mediastinal germ cell neoplasm']"
11406,adult central nervous system teratoma,6015,,['teratoma of the adult central nervous system']
11407,adult central nervous system mature teratoma,6016,,[]
11408,central nervous system mature teratoma,6017,,['mature teratoma of the cns']
11409,adult central nervous system immature teratoma,6018,,[]
11410,central nervous system immature teratoma,6019,,['immature teratoma of the cns']
11411,cancerophobia,602,,"['fear of getting cancer', 'cancer phobia']"
11412,obsolete metastatic MPNST,6020,,[]
11413,obsolete malignant testicular Leydig cell tumor,6021,,[]
11414,obsolete central nervous system melanoma,6022,,['melanoma of the cns']
11415,obsolete metastasis to the parathyroid gland,6023,,['metastatic tumor to the parathyroid']
11416,selective IgE deficiency disease,6024,,"['selective ige immunodeficiency', 'selective immunoglobulin e deficiency']"
11417,selective immunoglobulin deficiency disease,6025,,[]
11418,AIDS phobia,603,,[]
11419,obsolete disseminated squamous cell carcinoma,6031,,['disseminated squamous cell carcinoma (morphologic abnormality)']
11420,juvenile type testicular granulosa cell tumor,6032,,"['juvenile granulosa cell tumor', 'juvenile granulosa cell tumour', 'juvenile type granulosa cell tumor', 'juvenile type granulosa cell tumour', 'juvenile type granulosa cell neoplasm', 'juvenile type testicular granulosa cell tumour']"
11421,heart fibrosarcoma,6033,,"['fibrosarcoma of the heart', 'cardiac fibrosarcoma']"
11422,heart malignant hemangiopericytoma,6034,,['malignant hemangiopericytoma of heart']
11423,spindle cell intraocular melanoma,6037,,['uveal spindle cell melanoma']
11424,uveal melanoma,6039,0001768,['melanoma of uvea']
11425,choroid spindle cell melanoma,6041,0001776,['spindle cell melanoma of the choroid']
11426,ciliary body spindle cell melanoma,6043,0001775,['spindle cell melanoma of the ciliary body']
11427,obsolete AIDS retinopathy,6045,,[]
11428,telangiectatic glomangioma,6048,,[]
11429,flying phobia,605,,[]
11430,esophageal disease,6050,0001043,['esophageal ulcer']
11431,central nervous system childhood germ cell tumor,6052,0001017,"['central nervous system childhood germ cell tumour', 'paediatric germ cell neoplasm of cns', 'pediatric germ cell neoplasm of cns']"
11432,childhood germ cell cancer,6053,,"['paediatric germ cell cancer', 'paediatric germ cell neoplasm', 'pediatric germ cell cancer', 'pediatric germ cell neoplasm']"
11433,frontal sinus Schneiderian papilloma,6054,,['schneiderian papilloma of the frontal sinus']
11434,obsolete paranasal sinus Schneiderian papilloma,6055,,['schneiderian papilloma of accessory sinus']
11435,nasal vestibule papilloma,6059,0000344,"['papilloma of nasal vestibule', 'squamous papilloma of the nasal vestibule']"
11436,Brown-Sequard syndrome,606,,['brown-squard syndrome']
11437,urinary tract non-invasive transitional cell neoplasm,6065,,[]
11438,ovarian mucinous neoplasm,6067,,"['ovarian mucinous tumor', 'malignant ovarian mucinous neoplasm', 'mucinous tumor of ovary']"
11439,paraplegia,607,,"['paraplegia, lower']"
11440,obsolete resectable duodenal carcinoma,6071,,[]
11441,obsolete localized malignant mesothelioma,6077,,[]
11442,obsolete secondary malignant neoplasm to the nervous system,6078,,[]
11443,obsolete drop secondary malignant neoplasm to the spinal cord,6079,,['drop metastatic tumor to the spinal cord']
11444,obsolete spinal cord secondary cancer,6080,,"['metastatic tumor to the spinal cord', 'secondary malignant neoplasm of spinal cord (disorder)']"
11445,obsolete childhood testicular endodermal sinus neoplasm,6081,,['pediatric testicular yolk sac tumor']
11446,childhood testicular germ cell tumor,6082,,"['paediatric testicular germ cell neoplasm', 'paediatric testicular germ cell tumour', 'pediatric testicular germ cell neoplasm', 'pediatric testicular germ cell tumor']"
11447,childhood ovarian endodermal sinus tumor,6083,,"['childhood ovarian endodermal sinus neoplasm', 'childhood ovarian endodermal sinus tumour', 'childhood ovarian yolk sac tumor', 'childhood ovarian yolk sac tumour', 'paediatric ovarian yolk sac tumour', 'pediatric ovarian yolk sac tumor']"
11448,childhood ovarian germ cell tumor,6084,,"['paediatric ovarian germ cell neoplasm', 'paediatric ovarian germ cell tumour', 'pediatric ovarian germ cell neoplasm', 'pediatric ovarian germ cell tumor']"
11449,meningeal melanoma,6085,,['melanoma of the leptomeninges']
11450,malignant leptomeningeal tumor,6086,,"['malignant leptomeningeal tumour', 'malignant tumor of leptomeninges', 'malignant tumour of leptomeninges']"
11451,obsolete predominant disturbance of emotions,6087,,[]
11452,acute stress disorder,6088,,['traumatic stress disorder']
11453,childhood leptomeningeal melanoma,6089,,['pediatric leptomeningeal melanoma']
11454,obsolete skin abnormality,609,,[]
11455,adult leptomeningeal melanoma,6090,,['melanoma of adult leptomeninges']
11456,obsolete ampulla of vater intestinal type adenocarcinoma,6091,,[]
11457,thalamic neoplasm,6098,,"['malignant neoplasm of thalamus', 'malignant tumor of thalamus', 'tumor of thalamus']"
11458,mitral valve disease,61,0002135,"['mitral rh valve dis.', 'rheumatic mitral insufficiency', 'rheumatic mitral valve changes', 'rheumatic mitral valve regurgitation', 'chronic rheumatic mitral valve', 'disease of mitral valve', 'rheumatic disease of mitral valve', 'rheumatic mitral valve incompetence']"
11459,signet ring cell variant cervical mucinous adenocarcinoma,6101,,[]
11460,herpetic gastritis,6102,,[]
11461,thoracic spinal canal and spinal cord meningioma,6103,,['meningioma of the thoracic spinal canal and spinal cord']
11462,obsolete mixed embryonal carcinoma and teratoma of the mediastinum,6104,,['teratocarcinoma of mediastinum']
11463,obsolete mediastinum malignant teratoma,6105,,"['malignant mediastinal teratoma', 'malignant teratoma of mediastinum (disorder)']"
11464,obsolete mediastinal mixed non-seminomatous germ cell tumor,6107,,['mixed non-seminomatous germ cell tumor of mediastinum']
11465,obsolete mesenchymal hamartoma of the liver,6108,,['mesenchymal hamartoma of liver']
11466,obsolete hepatic and intrahepatic bile duct non-epithelial neoplasm,6109,,[]
11467,obsolete leukocyte-adhesion deficiency syndrome,611,,[]
11468,jugular foramen meningioma,6110,0005456,['meningioma of the jugular foramen']
11469,obsolete jugular foramen neoplasm,6111,,['tumor of jugular foramen']
11470,cerebral meningioma,6112,0001893,['meningioma of cerebrum']
11471,intracerebral cystic meningioma,6113,,[]
11472,cerebral convexity meningioma,6114,,['cerebral hemispheric convexity meningioma']
11473,lateral ventricle meningioma,6115,0002285,['meningioma of the lateral ventricle']
11474,renal pelvis inverted papilloma,6118,0000344,['inverted papilloma of the kidney pelvis']
11475,renal pelvis urothelial papilloma,6119,,[]
11476,primary immunodeficiency disease,612,,"['hypoimmunity', 'immune deficiency disorder', 'immunodeficiency syndrome']"
11477,obsolete AIDS-related anal cancer,6122,,[]
11478,anal canal carcinoma,6126,0000159,['anal canal and perianal gland carcinoma']
11479,gliomatosis cerebri,6128,,['astrocytosis cerebri']
11480,obsolete T lymphocyte deficiency,613,,[]
11481,bronchitis,6132,,"['ci - chest infection', 'chest infection', 'acute bronchitis', 'chest cold', 'chronic bronchitis', 'recurrent wheezy bronchitis']"
11482,uterine corpus epithelioid leiomyosarcoma,6139,,[]
11483,lymphopenia,614,,['lymphocytopenia']
11484,nasal cavity carcinoma in situ,6148,0001707,"['carcinoma in situ of nasal cavities', 'carcinoma in situ of nasal cavity', 'stage 0 carcinoma of the nasal cavity']"
11485,leukopenia,615,,['leucopenia']
11486,obsolete Deltaretrovirus infectious disease,616,,[]
11487,childhood choriocarcinoma of the testis,6160,,['pediatric testicular choriocarcinoma']
11488,childhood testicular mixed germ cell tumor,6161,,"['childhood testicular mixed germ cell tumour', 'paediatric testicular mixed germ cell tumour', 'pediatric testicular mixed germ cell tumor']"
11489,childhood embryonal testis carcinoma,6162,,['pediatric testicular embryonal carcinoma']
11490,familial renal papillary carcinoma,6163,0001008,['hereditary papillary renal carcinoma']
11491,prostatic urethra urothelial carcinoma,6166,,[]
11492,prostatic urethral cancer,6167,,[]
11493,obsolete Retroviridae infectious disease,617,,"['retroviridae disease', 'disease due to retroviridae (disorder)']"
11494,ovarian carcinosarcoma,6170,,"['ovarian mmmt', 'ovarian malignant mesodermal (mullerian) mixed tumor', 'ovarian malignant mixed mullerian tumor']"
11495,uterine carcinosarcoma,6171,,['mixed mullerian sarcoma of uterus']
11496,obsolete sporadic conventional renal cell carcinoma,6174,,[]
11497,mediastinal neurilemmoma,6175,0003728,['schwannoma of mediastinum']
11498,obsolete metastatic ovarian small cell carcinoma with hypercalcemia,6178,,[]
11499,ovarian small cell carcinoma,6179,,[]
11500,obsolete Cytomegalovirus gastritis,6180,,"['cmv gastritis', 'cmv-related gastritis']"
11501,obsolete squamous cell carcinoma of unknown primary,6184,,[]
11502,obsolete lymphoproliferative disease,619,,"[""duncan's syndrome""]"
11503,rectum Kaposi's sarcoma,6190,,"[""kaposi's sarcoma of rectum"", 'rectum kaposi sarcoma']"
11504,malignant inflammatory fibrous histiocytoma,6192,,"['xanthosarcoma', 'inflammatory mfh']"
11505,epithelioid sarcoma,6193,,['epithelioid cell sarcoma']
11506,conjunctivitis,6195,,[]
11507,reactive arthritis,6196,0000982,"['fiessinger leroy reiter syndrome', 'post-bacterial arthropathy', 'reiter disease', ""reiter's disease"", 'postdysenteric arthropathy']"
11508,conventional malignant hemangiopericytoma,6197,,[]
11509,corneal intraepithelial neoplasm,6198,0000964,[]
11510,cornea cancer,6199,0000964,"['corneal tumor', 'malignant corneal tumor', 'malignant neoplasm of cornea', 'malignant tumor of cornea', 'neoplasm of cornea']"
11511,aortic valve disease,62,0002137,[]
11512,blood protein disease,620,,['blood protein disorder']
11513,obsolete recurrent malignant pericardial mesothelioma,6200,,[]
11514,pericardial mesothelioma,6201,,"['malignant pericardial mesothelioma', 'malignant mesothelioma of pericardium']"
11515,obsolete mesothelioma malignant recurrent,6202,,['relapsed malignant mesothelioma']
11516,thyroid hyalinizing trabecular adenoma,6203,,['plat']
