,biomarker_ID,main_Xref,assesed_biomarker_entity,biomarker_status,best_biomarker_type,specimen_type,loinc_code,condition_name,assessed_entity_type,evidence_source,notes,gene
522,A0445,UPKB:P01584,Interleukin-1 beta protein (IL1B),increased IL1B level,diagnostic,saliva (UN:0001836),13629-1,head and neck cancer (DOID:11934),protein,"IL1B protein and IL8 protein as well as S100P mRNA were increased the most between all OSCC patients and controls with a fold change of 3.96, 3.09, and 3.24 respectively. Combined markers proved to be the strongest discriminator of OSCC with an AUC of 0.86 for all cancer patients (IL1B protein + SAT1 mRNA + DUSP1 mRNA), 0.85 for T1-T2 (IL1B mRNA + SAT1 mRNA + DUSP1 mRNA), and 0.88 for T3-T4 (IL1B protein + DUSP1 mRNA) (Figure 1 and Table 3). The sensitivity/specificity for these groups were 0.89/0.78, 0.67/0.96, and 0.82/0.84 respectively. [PMID:21109482]",oral squamous cell carcinoma (DOID:0050866),IL1B
523,A0447,,Squamous cell carcinoma antigen-Immunoglobulin M complex (SCCA-IgM IC),increased SCCA-IgM IC level,diagnostic,blood (UN:0000178),,liver cancer (DOID:3571),protein,"In the current study, we have demonstrated that SCCA variants, which are overexpressed remarkably in liver tumor tissues, are detectable in serum from patients with HCC coupled to IgMs to form circulating Ics. [PMID:15887222]",Measured in serum (UN:0001977) as well.,SCCA-IgM IC
524,A0001,UPKB:P05231,Interleukin-6 (IL6),increased IL6 level,safety,blood (UN:0000178),26881-3,diabetes mellitus (DOID:9351),protein,"The mean of glycemia during hospitalization was 10.65 ± 0.84 mmol/L in the no insulin infusion group and 7.69 ± 1.85 mmol/L in the insulin infusion group. At baseline, IL-6 and D-dimer levels were significantly higher in the hyperglycemic group than in the normoglycemic group (P < 0.001). Even though all patients were on standard treatment for COVID-19 infection, IL-6 and D-dimer levels persisted higher in patients with hyperglycemia during hospitalization. [PMID:32430456] Our study is suggestive of S100A8/A9 and IL-6 being related to a persistent diabetes status post-surgically and of different pathophysiological mechanisms being involved in the post-surgical changes in the three groups, despite similar decreases in BMI. [PMID:28848164] Significantly higher IL-15 and IL-6 concentrations, HOMAIR, and markedly lower eGDR in newly diagnosed AD patients and first-degree relatives with positive anti-islet antibodies might suggest the role of these pro-inflammatory cytokines and insulin resistance in the pathogenesis of autoimmune diabetes. IL-15 and IL-6 might be used as biomarkers of the risk of autoimmune diabetes development. [PMID:31772933]",Measured in serum (UN:0001977) as well.,IL6
525,A0001,UPKB:P05231,Interleukin-6 (IL6),increased IL6 level,risk,blood (UN:0000178),26881-3,diabetes mellitus (DOID:9351),protein,"Significantly higher IL-15 and IL-6 concentrations, HOMAIR, and markedly lower eGDR in newly diagnosed AD patients and first-degree relatives with positive anti-islet antibodies might suggest the role of these pro-inflammatory cytokines and insulin resistance in the pathogenesis of autoimmune diabetes. IL-15 and IL-6 might be used as biomarkers of the risk of autoimmune diabetes development. [PMID:31772933] ",Measured in serum (UN:0001977) as well.,IL6
526,A0002,PCCID:56841902,Procalcitonin (PCT),increased PCT level,prognostic,blood (UN:0000178),33959-8,diabetes mellitus (DOID:9351),protein,"Procalcitonin is a prognostic marker of hospital outcomes in patients with Critical Limb Ischemia and Diabetic Foot Infection. It could be assumed that PCT may be useful for early diagnosis of systemic inflammatory response including nonseptic patients. It could help to identify high risk patients even without clear clinical signs and may be used to improve clinician’s strategies (i.e., need of intensive unit, reinforcement of antibiotic therapy, and close monitoring of vital signs, hemodynamic parameters, and laboratory values). [PMID:31485450]",,PCT
527,A0009,UPKB:P02741,C-reactive protein (CRP),increased CRP level,monitoring,blood (UN:0000178),71426-1,diabetes mellitus (DOID:9351),protein,Increased CRP may represent an extended biomarker of microvascular risk in men with T2DM. [PMID:31477553]  ,,CRP
528,A0014,CHEBI:17855,Triglycerides (TG),increased TG level,prognostic,blood (UN:0000178),3043-7,diabetes mellitus (DOID:9351),metabolite,The prevalence of dyslipidemia was relatively high among middle-aged and elderly T2DM person. There are different associations between multiple risk factors and dyslipidemia in different diabetic progression stages. [PMID:30325950]  ,,TG
529,A0020,PRO:PR_000050369,D-dimer (D-D),increased D-D level,prognostic,blood (UN:0000178),71427-9,diabetes mellitus (DOID:9351),protein,"We report changes in D-dimer levels that may indicate diabetes disease progression to macrovascular complications. Using D-dimer in conjunction with other biomarkers to identify stages of disease progression, commencing from pre-diabetes and continuing to development of asymptomatic and clinical cardiovascular disease in diabetes mellitus, is worthy of consideration. [PMID:17454757] The mean of glycemia during hospitalization was 10.65 ± 0.84 mmol/L in the no insulin infusion group and 7.69 ± 1.85 mmol/L in the insulin infusion group. At baseline, IL-6 and D-dimer levels were significantly higher in the hyperglycemic group than in the normoglycemic group (P < 0.001). Even though all patients were on standard treatment for COVID-19 infection, IL-6 and D-dimer levels persisted higher in patients with hyperglycemia during hospitalization. [PMID:32430456] In COVID-19 patients with diabetes, poorly-controlled blood glucose (>11 mmol/L) may be associated with poor outcomes. Admission hyperglycemia, elevated d-dimer and high HRCT score are potential risk factors for adverse outcomes and death. [PMID:32623030]",,D-D
530,A0029,,Cardiac troponin (TNN),increased TNN level,monitoring,blood (UN:0000178),89575-5,diabetes mellitus (DOID:9351),protein,"The prevalence and determinant of chronic cTnT elevation was studied in a large, representative population consisting of 3557 subjects of the Dallas Heart Study. cTnT elevation was associated with older age, black race, male sex, congestive heart failure, left ventricular hypertrophy, diabetes mellitus, and chronic kidney disease. In the general population, cTnT elevation is a rare in subjects without congestive heart failure, left ventricular hypertrophy, chronic kidney disease, or diabetes mellitus. Studies have shown that Tn release in heart failure (HF) occurs with and without obstructive epicardial coronary disease. [PMID:22120679] ",,TNN
531,A0445,UPKB:P01584,Interleukin-1 beta protein (IL1B),decreased IL1B level,monitoring,blood (UN:0000178),13629-1,diabetes mellitus (DOID:9351),RNA,"Changes in expression of IL1B, early growth response gene 3, and prostaglandin-endoperoxide synthase 2 resolved within 4 months of insulin therapy and were also observed in T2D, suggesting that they resulted from hyperglycemia. With use of a knowledge base, 81 of 282 genes could be placed within a network of interrelated genes with predicted functions including apoptosis and cell proliferation. IL1B and the MYC oncogene were the most highly connected genes in the network. IL1B was highly overexpressed in both T1D and T2D, whereas MYC was dysregulated only in T1D. [PMID:17595242] ",Decrease in IL1B mRNA expression,IL1B
532,A0041,UPKB:P01579,Interferon gamma (IFNG),increased IFNG level,diagnostic,blood (UN:0000178),12729-0,diabetes mellitus (DOID:9351),protein,"IFN gamma level in patients from group 1 (T2DM) was 3.13 ± 0.92 pg/ml, group 2 (CC) 2.73 ± 0.91 pg/ ml, group 3 (T2DM and CC) 2.46 ± 0.98 pg/ml and group 4 (control) 5.02 ± 1.43 pg/ml; p < 0.05. There was no statistically significant difference in the concentration of IFN gamma in patients with T2DM and CC compared to other subjects. However, it has been demonstrated that level of IFN gamma in the control group and the group of patients with T2DM without CC was higher than in the other two groups. [PMID:15296648]",,IFNG
533,A0042,UPKB:P13500,Monocyte chemoattractant protein 1 (CCL2),increased CCL2 level,prognostic,blood (UN:0000178),,diabetes mellitus (DOID:9351),protein,"Glycemic status influences serum MCP-1, and lack of glycemic control contributes to increased serum MCP-1 levels. Serum MCP-1 may thus serve as a biomarker of inflammation and disease progression in diabetes with periodontitis. [PMID:25143907] ",,CCL2
534,A0046,UPKB:P22301,Interleukin-10 (IL10),decreased IL10 level,predictive,blood (UN:0000178),26848-2,diabetes mellitus (DOID:9351),protein,"A reduction of plasma interleukin-10 levels significantly correlated with an increase in the mean number of metabolic risk factors such as increased waist circumference, BMI, dyslipidaemia, high blood pressure and glucose intolerance. [PMID:28420440]",,IL10
535,A0051,UPKB:P06276,Cholinesterase (BCHE),increased BCHE level,prognostic,blood (UN:0000178),11154-2,diabetes mellitus (DOID:9351),protein,"Serum cholinesterase activity was measured in diabetes, hypertensive and diabetic/hypertensive patients. The sample consisted of volunteer patients and was divided in a control group (n = 26), type 2 diabetic group (n = 16), hypertensive group (n = 12) and type 2 diabetic/hypertensive group (n = 26). In addition, blood glucose, cholesterol and triglyceride levels were determined. Serum cholinesterase activity in the control group was significantly lower in relation to the other groups (p < 0.001). Blood glucose levels were elevated in type 2 diabetic and type 2 diabetic/hypertensive groups. In vitro studies showed increased cholinesterase activity in the presence of glucose 5100 mM or insulin 0.525 UI (p < 0.001). Cholesterol and triglycerides were at normal levels only in the control group. Possibly, a relationship exists between the increase in serum cholinesterase and the vascular complications in the diabetic patients, potentially stimulated by the levels of glycemia and dyslipidemia. Although patients were receiving different medicines, the increase in enzyme activity was similar in all groups. This enzymatic profile suggests a possible interference of the diseases in the catalytic mechanism of the serum cholinesterase enzyme. [PMID:16233931]",,BCHE
536,A0064,UPKB:P10145,Interleukin-8 (IL8),increased IL8 level,monitoring,blood (UN:0000178),33211-4,diabetes mellitus (DOID:9351),protein,"Patients with T2D exhibited significantly higher serum IL-8 levels than non-diabetic subjects (69.27 ± 112.83 vs. 16.03 ± 24.27 pg/mL, p < 0.001). Patients with T2D display a marked elevation of circulating IL-8 levels which identify subjects with worse inflammatory, glycometabolic and lipid profile and lower vitamin D levels. [PMID:28836077]",Measured in serum (UN:0001977) as well.,IL8
537,A0066,PCCID:5462222,Potassium (K+),decreased K+ level,prognostic,blood (UN:0000178),51720-1,diabetes mellitus (DOID:9351),chemical element,"Diabetic patients frequently develop a constellation of electrolyte disorders. These disturbances are particularly common in decompensated diabetics, especially in the context of diabetic ketoacidosis or nonketotic hyperglycemic hyperosmolar syndrome. These patients are markedly potassium, magnesium and phosphate-depleted. [PMID:25325058] ",,K+
538,A0073,NCIt:C180931,Neutrophil extracellular trap (NET),increased NET level,prognostic,blood (UN:0000178),,diabetes mellitus (DOID:9351),DNA,"The results showed that NETs formation was obviously elevated in T2DM patients. An increased NETs formation was observed in DWR, NPDR, and PDR groups when compared with healthy controls. NE expression was also elevated in T2DM patients when compared with healthy controls. [PMID:30671057] ",,NET
539,A0075,PRO:PR_000050386,Citrullinated histone H3 (CIT-H3),increased CIT-H3 level,monitoring,blood (UN:0000178),,diabetes mellitus (DOID:9351),protein,"In T2DM, NETosis markers in circulating plasma, such as H3Cit and cfDNA, are related to glycemia control, systemic low-grade inflammation markers and previous MI. Enhanced NETosis detectable in circulating blood is associated with a prothrombotic state, especially hypofibrinolysis in T2DM patients. The present study shows that NETosis might contribute to thrombotic and cardiovascular risk in that disease. [PMID:30992036]",,CIT-H3
540,A0078,UPKB:P14210,Hepatocyte growth factor (HGF),increased HGF level,prognostic,blood (UN:0000178),79394-3,diabetes mellitus (DOID:9351),protein,Serum HGF concentration may be a new marker of atherosclerotic complications in patients with Type 2 DM. [PMID:16759302] ,Measured in serum (UN:0001977) as well.,HGF
541,A0081,PCCID:5360545,Sodium (Na+),increased Na+ level,monitoring,blood (UN:0000178),2947-0,diabetes mellitus (DOID:9351),chemical element,The results of this study showed that Na level were higher in blood and scalp hair samples of hypertensive diabetic (HD) patients and nonhypertensive diabetic (NHD) patients as compared to control subjects of both genders (p < 0.05). [PMID:18488152] ,,Na+
